,LIST_ENTRPS,LIST_REGION,LIST_SIGUNGU,LIST_REPAIR_SHOP,LIST_ADDRESS,LIST_TEL,LIST_REPAIR_RANGE
304,현대,경상남도,창원시,내서점,경상남도 창원시 마산회원구 내서읍 호원로 263,055-232-7740,고전압배터리 제외 전 작업 수리 가능
305,현대,경상남도,밀양시,내이점,경상남도 밀양시 시청서길 21 (내이동),055-356-5151,고전압배터리 제외 전 작업 수리 가능
306,현대,충청남도,홍성군,내포현대서비스(주),충청남도 홍성군 홍북면 홍북로453번길 50,041-630-6800,모든수리
307,현대,대구광역시,수성구,노변점,대구광역시 수성구 고산로 69 (노변동),053-793-8204,고전압배터리 제외 전 작업 수리 가능
308,현대,서울특별시,은평구,녹번서부점,서울특별시 은평구 통일로 661 (녹번동),02-354-8186,고전압배터리 제외 전 작업 수리 가능
309,현대,서울특별시,은평구,녹번점,서울특별시 은평구 진흥로 126 (녹번동),02-389-0404,고전압배터리 제외 전 작업 수리 가능
310,현대,전라남도,목포시,녹색현대서비스,전라남도 목포시 녹색로 126 (옥암동),061-276-8204,고전압배터리 제외 전 작업 수리 가능
311,현대,충청남도,논산시,논산내동점,충청남도 논산시 시민로 175 (내동),041-735-3100,고전압배터리 제외 전 작업 수리 가능
312,현대,충청남도,논산시,논산현대서비스,충청남도 논산시 채운면 계백로 608 (외3필지),041-734-0797,고전압배터리 제외 전 작업 수리 가능
313,현대,전북특별자치도,정읍시,농소점,전북특별자치도 정읍시 명덕1길 89 (농소동),063-533-8275,고전압배터리 제외 전 작업 수리 가능
314,현대,경기도,시흥시,능곡점,경기도 시흥시 능곡중앙로 76 (능곡동),031-316-1190,고전압배터리 제외 전 작업 수리 가능
315,현대,경기도,화성시,능동점,경기도 화성시 동탄하나2길 10 (능동),031-613-4442,고전압배터리 제외 전 작업 수리 가능
316,현대,서울특별시,광진구,능동점,서울특별시 광진구 능동로 247 (군자동),02-444-3690,고전압배터리 제외 전 작업 수리 가능
317,현대,경기도,광주시,능평점,경기도 광주시 오포읍 오포로 260,031-766-9005,고전압배터리 제외 전 작업 수리 가능
318,현대,부산광역시,사하구,다대점,부산광역시 사하구 다대로 591 (다대동),051-263-1230,고전압배터리 제외 전 작업 수리 가능
319,현대,대구광역시,달성군,다사점,대구광역시 달성군 다사읍 왕선로 60,053-631-0365,고전압배터리 제외 전 작업 수리 가능
320,현대,경기도,남양주,다산점,경기도 남양주시 다산중앙로19번길 13-8 ,031-557-8204,고전압배터리 제외 전 작업 수리 가능
321,현대,충청북도,단양군,단양점,충청북도 단양군 단양읍 삼봉로 239,043-423-1688,고전압배터리 제외 전 작업 수리 가능
322,현대,울산광역시,남구,달동남부점 ,울산광역시 남구 삼산중로 9 (달동),052-999-9299,고전압배터리 제외 전 작업 수리 가능
323,현대,울산광역시,남구,달동중부점,울산광역시 남구 도산로101번길 4-8 (달동),052-265-8203,고전압배터리 제외 전 작업 수리 가능
324,현대,경상북도,포항시,달전점,경상북도 포항시 북구 소티재로 173 (우현동),054-262-8204,고전압배터리 제외 전 작업 수리 가능
325,현대,전라남도,담양군,담양백동점,전라남도 담양군 담양읍 죽향대로 1092,061-381-8272,고전압배터리 제외 전 작업 수리 가능
326,현대,전라남도,담양군,담양점,전라남도 담양군 담양읍 지침6길 30-1,061-383-6785,고전압배터리 제외 전 작업 수리 가능
327,현대,서울특별시,동대문구,답십리점,서울특별시 동대문구 답십리로 229 (답십리동),02-2243-6614,고전압배터리 제외 전 작업 수리 가능
328,현대,부산광역시,부산진구,당감점,부산광역시 부산진구 백양순환로 52 (당감동),051-891-4200,고전압배터리 제외 전 작업 수리 가능
329,현대,부산광역시,사하구,당리점,부산광역시 사하구 낙동대로 360 (당리동),051-205-5656,고전압배터리 제외 전 작업 수리 가능
330,현대,서울특별시,영등포구,당산현대서비스,서울특별시 영등포구 양평로23길 4 (양평동5가),02-2633-8888,고전압배터리 제외 전 작업 수리 가능
331,현대,경기도,군포시,당정점,경기도 군포시 한세로78번길 37 (당정동),031-386-8204,고전압배터리 제외 전 작업 수리 가능
332,현대,충청남도,당진시,당진중앙점,충청남도 당진시 송산로 270-5(원당동),041-352-8201,고전압배터리 제외 전 작업 수리 가능
333,현대,충청남도,당진시,당진현대상용서비스,충청남도 당진시 석문면 통정리 1014-7,041-355-0103,고전압배터리 제외 전 작업 수리 가능
334,현대,서울특별시,용산구,대교시트상사,서울특별시 용산구 원효로 107 (원효로3가),02-715-1342,고전압배터리 제외 전 작업 수리 가능
335,현대,충청남도,홍성군,대교점,충청남도 홍성군 홍성읍 의사로 52번길 10,041-634-9399,고전압배터리 제외 전 작업 수리 가능
336,현대,대구광역시,달성군,대구달성현대상용서비스,대구광역시 달성군 논공읍 비슬로262길 21,053-617-7200,고전압배터리 제외 전 작업 수리 가능
337,현대,대구광역시,북구,대구하이테크센터,대구광역시 북구 노원로 6 ,053-357-5141,모든수리
338,현대,대전광역시,동구,대동점,대전광역시 동구 계족로 122-1 (대동),042-282-0109,고전압배터리 제외 전 작업 수리 가능
339,현대,서울특별시,영등포구,대림점,서울특별시 영등포구 가마산로 374 (대림동),02-831-0944,고전압배터리 제외 전 작업 수리 가능
340,현대,충청북도,제천시,대명공업사,충청북도 제천시 장평천로 31 (강제동),043-646-2003,고전압배터리 제외 전 작업 수리 가능
341,현대,대구광역시,남구,대명남부점,대구광역시 남구 현충로 110 (대명동),053-622-8899,고전압배터리 제외 전 작업 수리 가능
342,현대,대구광역시,남구,대명점,대구광역시 남구 대명로 28 (대명동),053-624-8204,고전압배터리 제외 전 작업 수리 가능
343,현대,대구광역시,남구,대명중부점,대구광역시 남구 성당로 286 (대명동),053-623-8204,고전압배터리 제외 전 작업 수리 가능
344,현대,서울특별시,동작구,대방점,서울특별시 동작구 상도로 12 (대방동),02-817-0015,고전압배터리 제외 전 작업 수리 가능
345,현대,경기도,안산시,대부점,경기도 안산시 단원구 대선로 34 (대부북동),032-882-0043,고전압배터리 제외 전 작업 수리 가능
346,현대,충청남도,서산시,대산대로점(주),충청남도 서산시 대산읍 명지2로 203,041-667-9166,고전압배터리 제외 전 작업 수리 가능
347,현대,충청북도,음성군,대소점,충청북도 음성군 대소면 대금로 687-2,043-877-8204,고전압배터리 제외 전 작업 수리 가능
348,현대,경상북도,포항시,대신점,경상북도 포항시 북구 선착로 2 (대신동),054-241-8272,고전압배터리 제외 전 작업 수리 가능
349,현대,전북특별자치도,군산시,대야점,전북특별자치도 군산시 개정면 번영로 830,063-451-1122,고전압배터리 제외 전 작업 수리 가능
350,현대,부산광역시,남구,대연남부점,부산광역시 남구 유엔로 222 (대연동),051-611-8204,고전압배터리 제외 전 작업 수리 가능
351,현대,부산광역시,남구,대연점,부산광역시 남구 진남로 66 (대연동),051-757-0034,고전압배터리 제외 전 작업 수리 가능
352,현대,인천광역시,서구,대원자동차공업(주),인천광역시 서구 칠천왕로 36 (석남동),032-575-7001,고전압배터리 제외 전 작업 수리 가능
353,현대,경상북도,포항시,대이점,경상북도 포항시 남구 효자로 134 (대잠동),054-283-2211,모든수리
354,현대,부산광역시,강서구,대저점,부산광역시 강서구 공항앞길221번길 17 (대저2동),051-971-5559,고전압배터리 제외 전 작업 수리 가능
355,현대,대전광역시,동구,대전하이테크센터,대전광역시 동구 동대전로 271 ,042-621-0711,모든수리
356,현대,제주특별자치도,서귀포시,대정점,제주특별자치도 서귀포시 대정읍 일주서로 2199,064-794-6650,고전압배터리 제외 전 작업 수리 가능
357,현대,경기도,용인시,대지남사서비스(주),경기도 용인시 처인구 남사면 천덕산로 23,000-1577-1335,고전압배터리 제외 전 작업 수리 가능
358,현대,충청남도,보령시,대천점,충청남도 보령시 중앙로 284 (대천동),041-936-7722,고전압배터리 제외 전 작업 수리 가능
359,현대,경상남도,김해시,대청점,경상남도 김해시 대청로 104번길 43-9,055-313-4114,고전압배터리 제외 전 작업 수리 가능
360,현대,전라남도,나주시,대호점,전라남도 나주시 건재로 67,061-333-8288,고전압배터리 제외 전 작업 수리 가능
361,현대,경상남도,양산시,덕계점,경상남도 양산시 웅상대로 767 (덕계동),055-363-3555,고전압배터리 제외 전 작업 수리 가능
362,현대,충청남도,예산군,덕산점,충청남도 예산군 덕산면 덕산온천로 345,041-337-8282,고전압배터리 제외 전 작업 수리 가능
363,현대,경기도,남양주,덕소점,경기도 남양주시 와부읍 수레로 74,031-577-2148,고전압배터리 제외 전 작업 수리 가능
364,현대,경기도,고양시,덕은점,경기도 고양시 덕양구 덕은로 37 (덕은동),02-353-8290,고전압배터리 제외 전 작업 수리 가능
365,현대,경기도,고양시,덕이미래로현대서비스,경기도 고양시 일산서구 미래로 184-17,031-918-8272,고전압배터리 제외 전 작업 수리 가능
366,현대,경기도,고양시,덕이현대서비스,경기도 고양시 일산서구 탄중로 125-1,031-917-8231,고전압배터리 제외 전 작업 수리 가능
367,현대,전북특별자치도,전주시,덕진중부점,전북특별자치도 전주시 덕진구 하가2길 29-43 (덕진동2가),063-273-6611,고전압배터리 제외 전 작업 수리 가능
368,현대,부산광역시,북구,덕천서부점,부산광역시 북구 금곡대로 89 (덕천동),051-336-8204,고전압배터리 제외 전 작업 수리 가능
369,현대,부산광역시,북구,덕천점,부산광역시 북구 덕천로 147 (덕천동),051-343-4684,고전압배터리 제외 전 작업 수리 가능
370,현대,부산광역시,사상구,덕포점,부산광역시 사상구 백양대로 690 (덕포동),051-324-8870,고전압배터리 제외 전 작업 수리 가능
371,현대,경기도,하남시,덕풍점,경기도 하남시 덕풍동로 67 (덕풍동),031-796-8204,고전압배터리 제외 전 작업 수리 가능
372,현대,서울특별시,강남구,도곡점(주),서울특별시 강남구 논현로57길 46 (도곡동),02-3463-1988,고전압배터리 제외 전 작업 수리 가능
373,현대,경기도,남양주,도농점,경기도 남양주시 가운로 9 (가운동),031-558-8204,고전압배터리 제외 전 작업 수리 가능
374,현대,경기도,부천시,도당점,경기도 부천시 부천로 257,032-667-8272,고전압배터리 제외 전 작업 수리 가능
375,현대,경상북도,구미시,도량점,경상북도 구미시 송선로 495 (도량동),054-442-0083,고전압배터리 제외 전 작업 수리 가능
376,현대,서울특별시,영등포구,도림점,서울특별시 영등포구 도신로 115 (도림동),02-849-8272,고전압배터리 제외 전 작업 수리 가능
377,현대,대전광역시,서구,도마점,대전광역시 서구 도산로 149 (도마동),042-535-6826,고전압배터리 제외 전 작업 수리 가능
378,현대,서울특별시,도봉구,도봉동부현대서비스,서울특별시 도봉구 도봉로140길 38 (창동),02-900-0770,고전압배터리 제외 전 작업 수리 가능
379,현대,서울특별시,도봉구,도봉서부현대서비스,서울특별시 도봉구 도봉로136다길 32 (창동),02-903-3900,고전압배터리 제외 전 작업 수리 가능
380,현대,서울특별시,도봉구,도봉점,서울특별시 도봉구 도봉로180길 83-6 (도봉동),02-931-8204,고전압배터리 제외 전 작업 수리 가능
381,현대,전라남도,고흥군,도양점,전라남도 고흥군 도양읍 우주항공로 55,061-842-6400,고전압배터리 제외 전 작업 수리 가능
382,현대,전북특별자치도,남원시,도통점,전북특별자치도 남원시 충정로 183 (도통동),063-626-1929,고전압배터리 제외 전 작업 수리 가능
383,현대,서울특별시,금천구,독산점,서울특별시 금천구 범안로 1235 ,02-869-8204,고전압배터리 제외 전 작업 수리 가능
384,현대,전라남도,광양시,동광양현대서비스,전라남도 광양시 담안길 82 (태인동),061-792-6004,모든수리
385,현대,경기도,광주시,동광주현대서비스(주),"경기도 광주시 초월읍 산수로 148, 1층",031-767-1000,고전압배터리 제외 전 작업 수리 가능
386,현대,울산광역시,동구,동구화정현대서비스,울산광역시 동구 방어진순환도로 603,052-201-4100,고전압배터리 제외 전 작업 수리 가능
387,현대,전북특별자치도,군산시,동군산현대서비스,전북특별자치도 군산시 개정면 모갱이1길 62,063-452-2111,모든수리
388,현대,경기도,군포시,동군포현대서비스,경기도 군포시 당정로28번길 30 (당정동),031-458-0196,고전압배터리 제외 전 작업 수리 가능
389,현대,경상남도,김해시,동김해현대상용서비스,경상남도 김해시 김해대로2596번길 85 (안동),055-322-3077,고전압배터리 제외 전 작업 수리 가능
390,현대,충청북도,청주시,동남점,충청북도 청주시 상당구 목련로 213-37,043-287-7804,고전압배터리 제외 전 작업 수리 가능
391,현대,대구광역시,동구,동대구현대서비스,대구광역시 동구 안심로55길 10 (동호동),053-963-5000,고전압배터리 제외 전 작업 수리 가능
392,현대,충청남도,보령시,동대동부점,충청남도 보령시 작은오랏4길 2 (동대동),041-936-9969,고전압배터리 제외 전 작업 수리 가능
393,현대,대전광역시,동구,동대전현대서비스,대전광역시 동구 새울로 58-15,042-1533-1040,고전압배터리 제외 전 작업 수리 가능
394,현대,충청남도,보령시,동대점,충청남도 보령시 신설2길 69 (동대동),041-936-8570,고전압배터리 제외 전 작업 수리 가능
395,현대,경기도,동두천,동두천북부점,경기도 동두천시 평화로 2349번길 7-25 (생연동),031-868-0113,고전압배터리 제외 전 작업 수리 가능
396,현대,경기도,용인시,동백점,경기도 용인시 기흥구 동백죽전대로 547 (동백동),031-282-8293,고전압배터리 제외 전 작업 수리 가능
397,현대,서울특별시,성동구,동부하이테크센터,서울특별시 성동구 성수이로 134 ,02-3408-8000,모든수리
398,현대,전북특별자치도,익산시,동산점,전북특별자치도 익산시 평동로 752 (동산동),063-854-8204,고전압배터리 제외 전 작업 수리 가능
399,현대,부산광역시,영도구,동삼점,부산광역시 영도구 절영로 511 (동삼동),051-405-5000,고전압배터리 제외 전 작업 수리 가능
400,현대,강원특별자치도,철원군,동송점,강원특별자치도 철원군 동송읍 금학로 6,033-455-4297,고전압배터리 제외 전 작업 수리 가능
401,현대,서울특별시,강동구,동심자동차(주),서울특별시 강동구 성내로 92 (성내동),02-487-4191,모든수리
402,현대,충청남도,아산시,동아산현대서비스(주),충청남도 아산시 외암로 1534-5 (풍기동),041-547-1234,고전압배터리 제외 전 작업 수리 가능
403,현대,경상북도,안동시,동안동현대서비스,경상북도 안동시 경북대로 617 송현동,054-852-5050,고전압배터리 제외 전 작업 수리 가능
404,현대,경기도,안양시,동안현대서비스,경기도 안양시 동안구 시민대로 63(호계동),031-422-6300,모든수리
405,현대,전라남도,여수시,동여수현대서비스,전라남도 여수시 연등8길 23 (연등동),061-663-2222,고전압배터리 제외 전 작업 수리 가능
406,현대,강원특별자치도,영월군,동영월현대서비스,강원특별자치도 영월군 영월읍 영월로 2129,033-373-0802,모든수리
407,현대,울산광역시,동구,동울산정비,울산광역시 동구 방어진순환도로 448 (방어동),052-201-0029,고전압배터리 제외 전 작업 수리 가능
408,현대,경상남도,창원시,동읍점,경상남도 창원시 의창구 동읍 의창대로 846,055-256-3016,고전압배터리 제외 전 작업 수리 가능
409,현대,경기도,이천시,동이천현대서비스,경기도 이천시 대월면 경충대로1937번길 43,031-637-0063,고전압배터리 제외 전 작업 수리 가능
410,현대,경상남도,창원시,동전산단점,경상남도 창원시 의창구 북면 동전산단서로 42번길 7-4,055-298-8207,고전압배터리 제외 전 작업 수리 가능
411,현대,전북특별자치도,완주군,동전주현대서비스,전북특별자치도 완주군 봉동읍 봉동로 461,063-262-3600,모든수리
412,현대,경상남도,진주시,동진주현대서비스,경상남도 진주시 대신로109번길 9 (상평동),055-763-2506,고전압배터리 제외 전 작업 수리 가능
413,현대,대구광역시,북구,동천점,대구광역시 북구 동천로23길 31 (동천동),053-323-8204,고전압배터리 제외 전 작업 수리 가능
414,현대,경기도,화성시,동탄남부점,경기도 화성시 동탄기흥로257번가길 39,031-372-1868,고전압배터리 제외 전 작업 수리 가능
415,현대,경기도,화성시,동탄장지점,경기도 화성시 동탄대로2길 90-15,031-373-1522,고전압배터리 제외 전 작업 수리 가능
416,현대,경기도,화성시,동탄중부점,경기도 화성시 동탄대로14길 5-3 (오산동),031-378-6003,고전압배터리 제외 전 작업 수리 가능
417,현대,경기도,용인시,동탄현대서비스,경기도 용인시 기흥구 공세로 25,031-275-5100,모든수리
418,현대,경기도,파주시,동패점,경기도 파주시 동패로7번길 52 (동패동),031-947-7884,고전압배터리 제외 전 작업 수리 가능
419,현대,제주특별자치도,서귀포시,동홍점,제주특별자치도 서귀포시 516로 103 ,064-763-1475,고전압배터리 제외 전 작업 수리 가능
420,현대,강원특별자치도,횡성군,동횡성현대서비스,강원특별자치도 횡성군 둔내면 둔방남길 13 (외2필지),033-344-2112,고전압배터리 제외 전 작업 수리 가능
421,현대,대구광역시,수성구,두산점,대구광역시 수성구 지범로 41-4 (두산동),053-761-0010,고전압배터리 제외 전 작업 수리 가능
422,현대,광주광역시,북구,두암점,광주광역시 북구 면앙로 160 (두암동),062-261-6444,고전압배터리 제외 전 작업 수리 가능
423,현대,경기도,파주시,두원현대서비스,경기도 파주시 조리읍 통일로 477-14,031-948-2121,고전압배터리 제외 전 작업 수리 가능
424,현대,충청남도,천안시,두정점,충청남도 천안시 서북구 원두정8길 8 (두정동),041-522-8204,고전압배터리 제외 전 작업 수리 가능
425,현대,대전광역시,서구,둔산동부점,대전광역시 서구 문정로9번길 10-12 (둔산동),042-476-8204,고전압배터리 제외 전 작업 수리 가능
426,현대,충청남도,아산시,둔포점,충청남도 아산시 둔포면 충무로 1853,041-531-3127,고전압배터리 제외 전 작업 수리 가능
427,현대,서울특별시,강서구,등촌점,서울특별시 강서구 화곡로63길 115 (등촌동),02-3664-7784,고전압배터리 제외 전 작업 수리 가능
428,현대,서울특별시,강서구,등촌현대서비스,서울특별시 강서구 공항대로59길 65 (등촌동),02-3662-1416,고전압배터리 제외 전 작업 수리 가능
429,현대,서울특별시,영등포구,롯데칠성신협양평분점,서울특별시 영등포구 양평로24길 33 (양평동5가),02-2633-0771,고전압배터리 제외 전 작업 수리 가능
430,현대,전라남도,광양시,마동점,전라남도 광양시 눈소5길 3 (마동),061-794-4111,고전압배터리 제외 전 작업 수리 가능
431,현대,경상남도,창원시,마산상남점,경상남도 창원시 마산합포구 천하장사로 96 (상남동),055-222-9114,고전압배터리 제외 전 작업 수리 가능
432,현대,경상남도,창원시,마산현대서비스,경상남도 창원시 마산회원구 무역로 161 (봉암동),055-253-3113,고전압배터리 제외 전 작업 수리 가능
433,현대,서울특별시,성동구,마장동부현대서비스,서울특별시 성동구 고산자로 354,02-2292-0105,고전압배터리 제외 전 작업 수리 가능
434,현대,서울특별시,성동구,마장현대서비스,서울특별시 성동구 마조로18길 2 (마장동),02-2293-2020,고전압배터리 제외 전 작업 수리 가능
435,현대,인천광역시,서구,마전점,인천광역시 서구 완정로 64번길 56 (마전동),032-568-1033,고전압배터리 제외 전 작업 수리 가능
436,현대,부산광역시,북구,만덕점,부산광역시 북구 만덕1로 87,051-331-8204,고전압배터리 제외 전 작업 수리 가능
437,현대,인천광역시,남동구,만수중부점,인천광역시 남동구 백범로 226번길 3 (만수동),032-462-3344,고전압배터리 제외 전 작업 수리 가능
438,현대,경기도,안양시,만안현대서비스,경기도 안양시 만안구 박달로 473 (박달동),031-447-8400,모든수리
439,현대,울산광역시,울주군,만장공업사,울산광역시 울주군 온양읍 덕망로 290,052-238-0002,고전압배터리 제외 전 작업 수리 가능
440,현대,대구광역시,수성구,만촌동부점,대구광역시 수성구 국채보상로 989 (만촌동),053-752-8572,고전압배터리 제외 전 작업 수리 가능
441,현대,대구광역시,수성구,만촌점,대구광역시 수성구 달구벌대로 2543 (만촌동),053-759-8204,고전압배터리 제외 전 작업 수리 가능
442,현대,부산광역시,수영구,망미동부점,부산광역시 수영구 좌수영로 113 (망미동),051-758-7080,고전압배터리 제외 전 작업 수리 가능
443,현대,부산광역시,수영구,망미서부점,부산광역시 수영구 연수로 322 (망미동),051-757-8204,고전압배터리 제외 전 작업 수리 가능
444,현대,울산광역시,북구,매곡점,울산광역시 북구 신기15길 14,052-272-8204,고전압배터리 제외 전 작업 수리 가능
445,현대,경기도,화성시,매송점,경기도 화성시 매송면 화성로 2371-4,031-292-2244,고전압배터리 제외 전 작업 수리 가능
446,현대,경기도,수원시,매탄점,경기도 수원시 영통구 중부대로 384 (매탄동),031-213-1717,고전압배터리 제외 전 작업 수리 가능
447,현대,서울특별시,중랑구,면목동부점,서울특별시 중랑구 동일로 596 (면목동),02-491-8272,고전압배터리 제외 전 작업 수리 가능
448,현대,경상남도,양산시,명동점,경상남도 양산시 서창로 89 (명동),055-386-8572,고전압배터리 제외 전 작업 수리 가능
449,현대,서울특별시,강동구,명일동부점,서울특별시 강동구 상암로 295 (명일동),02-442-7784,고전압배터리 제외 전 작업 수리 가능
450,현대,서울특별시,강동구,명일점,서울특별시 강동구 상암로 197,02-488-7784,고전압배터리 제외 전 작업 수리 가능
451,현대,부산광역시,강서구,명지점,부산광역시 강서구 명지새동네길1번길 12 (명지동),051-271-3535,고전압배터리 제외 전 작업 수리 가능
452,현대,울산광역시,북구,명촌점,울산광역시 북구 명촌8길35,052-289-9945,고전압배터리 제외 전 작업 수리 가능
453,현대,부산광역시,사상구,모라점,부산광역시 사상구 사상로 501 (모라동),051-305-8787,고전압배터리 제외 전 작업 수리 가능
454,현대,경상북도,문경시,모전서부점,경상북도 문경시 당교로 216 (모전동),054-553-2902,고전압배터리 제외 전 작업 수리 가능
455,현대,경상북도,문경시,모전점,경상북도 문경시 모전로 150 (모전동),054-555-8272,고전압배터리 제외 전 작업 수리 가능
456,현대,경기도,용인시,모현점,"경기도 용인시 처인구 모현면 백옥대로 2529-1, 외2필지",031-332-6400,고전압배터리 제외 전 작업 수리 가능
457,현대,전북특별자치도,익산시,모현점,전북특별자치도 익산시 동서로 110 (모현동2가),063-842-4935,고전압배터리 제외 전 작업 수리 가능
458,현대,경기도,시흥시,목감점,경기도 시흥시 수인로 2331-17 (목감동),031-484-8285,고전압배터리 제외 전 작업 수리 가능
459,현대,서울특별시,양천구,목동서부점,서울특별시 양천구 등촌로 128 (목동),02-2653-7093,고전압배터리 제외 전 작업 수리 가능
460,현대,대전광역시,대덕구,목상점,대전광역시 대덕구 대덕대로 1508 (목상동),042-935-2110,고전압배터리 제외 전 작업 수리 가능
461,현대,전라남도,목포시,목포산정점,전라남도 목포시 용당로 8 (산정동),061-242-8207,고전압배터리 제외 전 작업 수리 가능
462,현대,전라남도,영암군,목포현대상용서비스,전라남도 영암군 삼호읍 대불역로 219 ,061-464-0077,고전압배터리 제외 전 작업 수리 가능
463,현대,울산광역시,남구,무거점,울산광역시 남구 남부순환도로 1 (무거동),052-222-4454,고전압배터리 제외 전 작업 수리 가능
464,현대,전라남도,무안군,무안점,전라남도 무안군 무안읍 공항로 27,061-454-1177,고전압배터리 제외 전 작업 수리 가능
465,현대,경상북도,상주시,무양점,경상북도 상주시 경상대로 3063-9 (무양동),054-533-9011,고전압배터리 제외 전 작업 수리 가능
466,현대,전북특별자치도,무주군,무주점,전북특별자치도 무주군 무주읍 한풍루로 295,063-324-1951,고전압배터리 제외 전 작업 수리 가능
467,현대,경상북도,문경시,문경현대상용서비스,경상북도 문경시 신기공단2길 5 (신기동),054-554-1422,고전압배터리 제외 전 작업 수리 가능
468,현대,경상북도,포항시,문덕점,경상북도 포항시 남구 오천읍 문덕리 1188-253,054-292-8204,고전압배터리 제외 전 작업 수리 가능
469,현대,서울특별시,영등포구,문래현대서비스,서울특별시 영등포구 경인로 780 (문래동1가),02-2675-3000,고전압배터리 제외 전 작업 수리 가능
470,현대,경기도,파주시,문산동부현대서비스,경기도 파주시 문산읍 우계로 430-13,031-952-2373,모든수리
471,현대,경기도,파주시,문산점,경기도 파주시 파주읍 충현로 42-8,031-952-7304,고전압배터리 제외 전 작업 수리 가능
472,현대,서울특별시,송파구,문정점,서울특별시 송파구 새말로 110 (문정동),02-449-9021,고전압배터리 제외 전 작업 수리 가능
473,현대,부산광역시,남구,문현점,부산광역시 남구 문현로 12 (문현동),051-646-3838,고전압배터리 제외 전 작업 수리 가능
474,현대,경기도,광주시,문형점,경기도 광주시 오포읍 오포로520번길 12,031-766-4878,고전압배터리 제외 전 작업 수리 가능
475,현대,대전광역시,중구,문화점,대전광역시 중구 산성로 138 (문화동),042-582-1199,고전압배터리 제외 전 작업 수리 가능
476,현대,전북특별자치도,군산시,문화점,전북특별자치도 군산시 팔마로 12 (문화동),063-461-4666,고전압배터리 제외 전 작업 수리 가능
477,현대,경기도,하남시,미사점,경기도 하남시 미사강변한강로 319 ,031-8027-8839,고전압배터리 제외 전 작업 수리 가능
478,현대,서울특별시,강북구,미아점,서울특별시 강북구 솔샘로 303 (미아동),02-945-8204,고전압배터리 제외 전 작업 수리 가능
479,현대,전북특별자치도,군산시,미장점,전북특별자치도 군산시 미장8길 8 (미장동),063-451-7104,고전압배터리 제외 전 작업 수리 가능
480,현대,경기도,성남시,미조프라자,경기도 성남시 분당구 판교로479번길 15(야탑동),031-709-8204,고전압배터리 제외 전 작업 수리 가능
481,현대,인천광역시,미추홀구,미진자동차공업(주),인천광역시 미추홀구 경원대로 922,032-428-4982,모든수리
482,현대,전라남도,여수시,미평점,전라남도 여수시 만성로 111-1 (미평동),061-651-5111,고전압배터리 제외 전 작업 수리 가능
483,현대,경기도,의정부시,민락점,경기도 의정부시 용민로122번길 10-5 (민락동),031-851-4119,고전압배터리 제외 전 작업 수리 가능
484,현대,부산광역시,수영구,민락점,부산광역시 수영구 광남로 264,051-951-0488,고전압배터리 제외 전 작업 수리 가능
485,현대,경기도,안양시,박달점,경기도 안양시 만안구 양화로151번길 10 (박달동),031-448-0951,고전압배터리 제외 전 작업 수리 가능
486,현대,경기도,안양시,박달현대서비스,경기도 안양시 만안구 박달로275번길 41,031-442-3113,고전압배터리 제외 전 작업 수리 가능
487,현대,인천광역시,계양구,박촌점,인천광역시 계양구 서부간선로 289 (박촌동),032-541-8204,고전압배터리 제외 전 작업 수리 가능
488,현대,울산광역시,중구,반구중부점,울산광역시 중구 구교로 133 (반구동),052-292-5600,고전압배터리 제외 전 작업 수리 가능
489,현대,경기도,화성시,반송동부점,경기도 화성시 새강3길 4 (반송동),031-8015-3352,고전압배터리 제외 전 작업 수리 가능
490,현대,부산광역시,해운대구,반송점,부산광역시 해운대구 반송로 834 (반송동),051-544-8255,고전압배터리 제외 전 작업 수리 가능
491,현대,경기도,화성시,반송점(주),경기도 화성시 10용사로 416 (반송동),031-8003-8272,고전압배터리 제외 전 작업 수리 가능
492,현대,경기도,화성시,반송중부점,경기도 화성시 노작로3길 37 (반송동),031-8015-1239,고전압배터리 제외 전 작업 수리 가능
493,현대,부산광역시,해운대구,반여중부점,부산광역시 해운대구 선수촌로157번길 20 (반여동),051-528-8204,고전압배터리 제외 전 작업 수리 가능
494,현대,경기도,안산시,반월점,경기도 안산시 상록구 반월로 34 (건건동),031-501-0093,고전압배터리 제외 전 작업 수리 가능
495,현대,경기도,용인시,반월점,경기도 용인시 기흥구 서천로202번길 7-16(농서동),031-273-7600,고전압배터리 제외 전 작업 수리 가능
496,현대,경기도,화성시,발안점,경기도 화성시 향남읍 발안만세길 67,031-354-8204,고전압배터리 제외 전 작업 수리 가능
497,현대,서울특별시,서초구,방배동부점,서울특별시 서초구 효령로 57 (방배동),02-3486-8204,고전압배터리 제외 전 작업 수리 가능
498,현대,서울특별시,서초구,방배중부점,서울특별시 서초구 서초대로 82 (방배동),02-3487-8204,고전압배터리 제외 전 작업 수리 가능
499,현대,서울특별시,서초구,방배현대서비스,서울특별시 서초구 과천대로 904 (방배동),02-525-8711,고전압배터리 제외 전 작업 수리 가능
500,현대,서울특별시,송파구,방이점,서울특별시 송파구 오금로27길 49 (방이동),02-415-8272,고전압배터리 제외 전 작업 수리 가능
501,현대,서울특별시,송파구,방이현대서비스,서울특별시 송파구 백제고분로51길 27 (방이동),02-424-1181,고전압배터리 제외 전 작업 수리 가능
502,현대,대구광역시,동구,방촌점,대구광역시 동구 화랑로 399 ,053-981-8022,고전압배터리 제외 전 작업 수리 가능
